Date,Ticker,Name,Open,High,Low,Close,Volume,ForeignNetBuy,TrustNetBuy,DealerNetBuy,RetailVolume
2026-09-15,1203.TW,味王,42.1,42.75,42.1,42.65,21867,-14000.0,0.0,0.0,7867
2026-09-15,1210.TW,大成,51.8,52.0,51.5,51.6,1335950,-356578.0,7000.0,-100426.0,871946
2026-09-15,1213.TW,大飲,7.25,7.49,7.19,7.19,36550,0.0,0.0,0.0,36550
2026-09-15,1215.TW,卜蜂,107.5,108.0,105.5,105.5,866770,-624922.0,-20000.0,6927.0,214921
2026-09-15,1216.TW,統一,74.9,74.9,73.9,74.5,10616868,-2092996.0,-221421.0,97116.0,8205335
2026-09-15,1217.TW,愛之味,9.96,9.98,9.93,9.97,340167,-7000.0,0.0,49000.0,284167
2026-09-15,1218.TW,泰山,14.3,14.3,14.15,14.25,408681,-86000.0,0.0,6953.0,315728
2026-09-15,1219.TW,福壽,11.25,11.35,11.15,11.2,191741,-39000.0,0.0,4000.0,148741
2026-09-15,1220.TW,台榮,10.8,10.8,10.7,10.75,44095,-4666.0,0.0,0.0,39429
2026-09-15,1225.TW,福懋油,24.5,25.15,24.5,24.65,44496,-1000.0,0.0,0.0,43496
2026-09-15,1227.TW,佳格,28.3,28.35,28.1,28.15,475914,-130000.0,-92000.0,11955.0,241959
2026-09-15,1229.TW,聯華,40.3,40.4,40.1,40.35,1425646,-375387.0,90000.0,28401.0,931858
2026-09-15,1231.TW,聯華食,79.8,79.8,79.2,79.3,381816,-190000.0,-42000.0,7832.0,141984
2026-09-15,1232.TW,大統益,154.0,155.0,153.5,154.5,81651,-14001.0,-16000.0,4000.0,47650
2026-09-15,1233.TW,天仁,28.0,28.0,27.85,27.85,16020,0.0,0.0,0.0,16020
2026-09-15,1234.TW,黑松,33.15,33.25,33.05,33.1,100499,-2462.0,0.0,-343.0,97694
2026-09-15,1235.TW,興泰,37.05,37.05,35.9,36.9,11021,-8000.0,0.0,0.0,3021
2026-09-15,1236.TW,宏亞,25.8,26.1,25.4,25.55,61821,-13000.0,0.0,1000.0,47821
2026-09-15,1256.TW,鮮活果汁-KY,173.0,174.0,171.0,171.0,27564,-4000.0,0.0,-3000.0,20564
2026-09-15,1301.TW,台塑,62.1,62.5,61.2,62.0,17895998,-5809722.0,-5000.0,-51270.0,12030006
2026-09-15,1303.TW,南亞,230.0,230.5,221.0,221.5,55715933,-16389070.0,3289.0,-763664.0,38559910
2026-09-15,1304.TW,台聚,12.15,12.2,12.0,12.15,1673059,-391307.0,0.0,-48854.0,1232898
2026-09-15,1305.TW,華夏,11.95,11.95,11.7,11.7,1005203,-249687.0,0.0,7983.0,747533
2026-09-15,1307.TW,三芳,30.25,30.3,30.15,30.15,279688,-158000.0,0.0,-8597.0,113091
2026-09-15,1308.TW,亞聚,14.05,14.1,13.85,13.9,1101680,-93676.0,0.0,500.0,1007504
2026-09-15,1309.TW,台達化,13.65,13.7,13.45,13.65,1260046,71051.0,0.0,1672.0,1187323
2026-09-15,1310.TW,台苯,8.68,8.68,8.45,8.45,1468489,-535000.0,0.0,7000.0,926489
2026-09-15,1312.TW,國喬,14.45,14.7,14.3,14.35,9867693,-795847.0,0.0,51265.0,9020581
2026-09-15,1313.TW,聯成,11.7,11.95,11.65,11.8,1678846,-145422.0,0.0,30994.0,1502430
2026-09-15,1314.TW,中石化,8.23,8.24,8.08,8.11,12078524,-3189885.0,0.0,40221.0,8848418
2026-09-15,1315.TW,達新,65.5,65.8,65.4,65.8,16053,-7000.0,0.0,0.0,9053
2026-09-15,1316.TW,上曜,10.7,10.7,10.4,10.4,1750884,-156800.0,0.0,5984.0,1588100
2026-09-15,1319.TW,東陽,78.2,79.3,78.1,79.0,950303,309927.0,-13000.0,8752.0,618624
2026-09-15,1321.TW,大洋,31.9,32.3,31.9,32.15,36026,-2000.0,0.0,8000.0,26026
2026-09-15,1323.TW,永裕,21.7,21.9,21.35,21.35,73861,-14000.0,0.0,0.0,59861
2026-09-15,1324.TW,地球,10.05,10.1,9.99,10.0,53590,-5000.0,0.0,0.0,48590
2026-09-15,1325.TW,恆大,25.5,25.6,25.2,25.35,122292,12751.0,0.0,0.0,109541
2026-09-15,1326.TW,台化,66.6,66.8,64.9,65.8,23789944,-7503086.0,27000.0,-232049.0,16027809
2026-09-15,1337.TW,再生-KY,4.48,4.48,4.39,4.39,269204,-35000.0,0.0,0.0,234204
2026-09-15,1338.TW,廣華-KY,14.5,14.55,14.2,14.3,95767,-5000.0,0.0,0.0,90767
2026-09-15,1339.TW,昭輝,42.25,42.7,42.15,42.7,36880,-12000.0,0.0,1391.0,23489
2026-09-15,1340.TW,勝悅-KY,5.13,5.18,5.06,5.07,110986,-2000.0,0.0,0.0,108986
2026-09-15,1341.TW,富林-KY,58.2,59.4,58.2,59.4,3510,-2000.0,0.0,0.0,1510
2026-09-15,1342.TW,八貫,99.8,101.5,99.8,100.5,74895,6040.0,0.0,1000.0,67855
2026-09-15,1402.TW,遠東新,28.05,28.05,27.7,27.8,9055012,-865179.0,-2387025.0,58858.0,5743950
2026-09-15,1409.TW,新纖,24.25,24.25,23.8,23.9,9754438,-2649292.0,-166000.0,-136971.0,6802175
2026-09-15,1410.TW,南染,24.1,24.55,23.8,23.9,208159,-26000.0,0.0,1000.0,181159
2026-09-15,1413.TW,宏洲,9.2,9.22,9.2,9.22,2000,-2000.0,0.0,1000.0,0
2026-09-15,1414.TW,東和,17.65,17.65,17.2,17.2,102554,-45167.0,0.0,8000.0,49387
2026-09-15,1416.TW,廣豐,11.3,11.35,11.15,11.25,309661,-26000.0,0.0,4000.0,279661
2026-09-15,1417.TW,嘉裕,8.12,8.14,7.96,7.98,315338,-73000.0,0.0,0.0,242338
2026-09-15,1418.TW,東華,17.45,17.55,17.3,17.55,5242,0.0,0.0,0.0,5242
2026-09-15,1419.TW,新紡,66.5,66.5,64.9,65.9,128424,-14038.0,-49000.0,1000.0,64386
2026-09-15,1423.TW,利華,34.5,35.25,34.5,35.25,2001,-1000.0,0.0,0.0,1001
2026-09-15,1432.TW,大魯閣,15.0,15.05,14.95,14.95,103442,-12000.0,0.0,0.0,91442
2026-09-15,1434.TW,福懋,17.65,17.65,17.45,17.5,1208799,-345000.0,-15000.0,18227.0,830572
2026-09-15,1435.TW,中福,22.35,22.35,21.75,21.75,5278,-3000.0,0.0,0.0,2278
2026-09-15,1436.TW,華友聯,36.2,36.45,36.0,36.1,62288,-3725.0,0.0,0.0,58563
2026-09-15,1437.TW,勤益控,32.0,32.25,31.85,32.25,125672,-17050.0,0.0,-5000.0,103622
2026-09-15,1438.TW,三地開發,21.2,21.2,21.1,21.2,19606,-6000.0,0.0,0.0,13606
2026-09-15,1439.TW,雋揚,28.05,28.15,27.55,27.7,57437,-7000.0,0.0,1000.0,49437
2026-09-15,1440.TW,南紡,13.35,13.35,13.05,13.05,1700760,-18000.0,-252000.0,-27160.0,1403600
2026-09-15,1441.TW,大東,8.59,8.74,8.58,8.61,21949,-3000.0,0.0,0.0,18949
2026-09-15,1442.TW,名軒,29.95,30.0,29.8,29.9,119625,4000.0,0.0,0.0,115625
2026-09-15,1443.TW,立益物流,22.75,23.1,22.55,23.0,7032,-4000.0,0.0,0.0,3032
2026-09-15,1444.TW,力麗,6.7,6.74,6.66,6.66,884227,-338000.0,0.0,6000.0,540227
2026-09-15,1445.TW,大宇,10.3,10.3,10.1,10.15,59192,-5000.0,0.0,0.0,54192
2026-09-15,1446.TW,宏和,13.35,13.4,13.25,13.3,79045,-3000.0,0.0,0.0,76045
2026-09-15,1447.TW,力鵬,6.43,6.43,6.3,6.31,736501,-60620.0,0.0,0.0,675881
2026-09-15,1449.TW,佳和,12.3,12.3,12.1,12.1,204958,-23171.0,0.0,3000.0,178787
2026-09-15,1451.TW,年興,17.15,17.15,16.9,16.9,97725,-11000.0,0.0,0.0,86725
2026-09-15,1452.TW,宏益,11.2,11.2,11.0,11.0,14255,-5000.0,0.0,0.0,9255
2026-09-15,1453.TW,大將,10.95,11.0,10.8,10.8,47026,-14000.0,0.0,3000.0,30026
2026-09-15,1454.TW,台富,12.85,12.85,12.45,12.55,43194,-11000.0,0.0,1000.0,31194
2026-09-15,1455.TW,集盛,9.7,9.72,9.59,9.6,470308,-141000.0,0.0,12669.0,316639
2026-09-15,1456.TW,怡華,14.3,14.6,13.9,13.9,241173,-10000.0,0.0,3999.0,227174
2026-09-15,1457.TW,宜進,14.35,14.45,14.3,14.35,37872,-7915.0,0.0,0.0,29957
2026-09-15,1459.TW,聯發,15.35,15.5,15.35,15.35,172508,-68000.0,0.0,0.0,104508
2026-09-15,1460.TW,宏遠,6.42,6.42,6.26,6.28,386923,-67000.0,0.0,0.0,319923
2026-09-15,1463.TW,強盛新,17.15,17.6,17.15,17.6,281006,158000.0,0.0,-2000.0,121006
2026-09-15,1464.TW,得力,10.0,10.0,9.9,9.96,492932,-169000.0,0.0,20000.0,303932
2026-09-15,1465.TW,偉全,11.9,11.95,11.8,11.95,30280,-14000.0,0.0,0.0,16280
2026-09-15,1466.TW,聚隆,14.95,14.95,14.6,14.7,171002,-23000.0,0.0,4000.0,144002
2026-09-15,1467.TW,南緯,7.91,7.94,7.9,7.9,62059,-21000.0,0.0,2000.0,39059
2026-09-15,1468.TW,昶和,13.0,13.1,12.75,13.1,92000,-7000.0,0.0,-1000.0,84000
2026-09-15,1470.TW,大統新創,23.7,23.9,23.7,23.85,4003,-3000.0,0.0,0.0,1003
2026-09-15,1471.TW,首利,9.5,9.5,9.3,9.3,114788,-37000.0,0.0,0.0,77788
2026-09-15,1472.TW,三洋實業,88.6,89.1,87.5,88.3,25050,2000.0,0.0,-9000.0,14050
2026-09-15,1473.TW,台南,19.7,19.95,19.55,19.65,164728,-74000.0,0.0,0.0,90728
2026-09-15,1474.TW,弘裕,9.83,9.88,9.71,9.72,81744,-17000.0,0.0,0.0,64744
2026-09-15,1475.TW,業旺,26.1,26.5,25.8,26.25,18528,-1000.0,0.0,0.0,17528
2026-09-15,1476.TW,儒鴻,290.0,290.0,285.0,285.0,1039100,-12550.0,17000.0,-2924.0,1006626
2026-09-15,1477.TW,聚陽,195.0,195.0,192.0,192.0,726664,-326650.0,10.0,-31378.0,368626
2026-09-15,1503.TW,士電,197.0,198.5,195.0,195.0,839563,-285364.0,7000.0,-14952.0,532247
2026-09-15,1504.TW,東元,70.5,70.9,69.0,69.0,3641620,-982256.0,-69000.0,-9326.0,2581038
2026-09-15,1506.TW,正道,9.85,9.85,9.68,9.77,274176,-32000.0,0.0,3000.0,239176
2026-09-15,1512.TW,瑞利,6.11,6.18,6.1,6.13,20719,-5000.0,0.0,0.0,15719
2026-09-15,1513.TW,中興電,163.5,164.5,162.0,162.0,1255434,-330048.0,23000.0,-23003.0,879383
2026-09-15,1514.TW,亞力,100.0,101.5,99.6,99.6,595972,-72012.0,-20000.0,-4295.0,499665
2026-09-15,1515.TW,力山,29.65,29.8,29.15,29.15,516938,-23000.0,0.0,2930.0,491008
2026-09-15,1516.TW,川飛,14.4,14.4,14.35,14.4,24241,-1001.0,0.0,0.0,23240
2026-09-15,1517.TW,利奇,10.5,10.55,10.4,10.5,253540,28000.0,0.0,3000.0,222540
2026-09-15,1519.TW,華城,704.0,708.0,694.0,694.0,1232165,-28608.0,-116513.0,-29856.0,1057188
2026-09-15,1521.TW,大億,24.6,25.0,24.5,24.75,26502,-4000.0,0.0,2000.0,20502
2026-09-15,1522.TW,堤維西,25.15,25.3,24.9,25.05,355332,-25000.0,0.0,5000.0,325332
2026-09-15,1524.TW,耿鼎,25.85,25.95,25.8,25.8,117411,-38840.0,0.0,0.0,78571
2026-09-15,1525.TW,江申,64.2,64.2,64.2,64.2,1001,-1000.0,0.0,0.0,1
2026-09-15,1526.TW,日馳,15.0,15.0,14.7,14.7,83980,-7000.0,0.0,0.0,76980
2026-09-15,1527.TW,鑽全,32.3,32.35,32.1,32.2,130444,-54091.0,0.0,0.0,76353
2026-09-15,1528.TW,恩德,23.75,25.3,23.6,24.65,37110090,-2643990.0,0.0,-15400.0,34450700
2026-09-15,1529.TW,樂事綠能,15.55,15.65,15.25,15.25,431421,5880.0,0.0,2000.0,423541
2026-09-15,1530.TW,亞崴,27.5,27.5,27.25,27.25,23037,-2000.0,0.0,-7.0,21030
2026-09-15,1531.TW,高林股,11.55,11.6,11.5,11.55,44280,-8000.0,0.0,0.0,36280
2026-09-15,1532.TW,勤美,22.5,22.7,22.3,22.3,315519,-77000.0,0.0,4000.0,234519
2026-09-15,1533.TW,車王電,30.8,30.8,29.9,29.95,81172,-34000.0,0.0,1000.0,46172
2026-09-15,1535.TW,中宇,44.65,44.65,44.1,44.35,53337,-21000.0,0.0,6000.0,26337
2026-09-15,1536.TW,和大,46.85,47.05,46.0,46.0,1446637,-783000.0,0.0,-29415.0,634222
2026-09-15,1537.TW,廣隆,114.5,114.5,114.0,114.0,28063,-8047.0,0.0,1000.0,19016
2026-09-15,1538.TW,正峰,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,5
2026-09-15,1539.TW,巨庭,15.45,15.7,15.45,15.5,11315,-4000.0,0.0,0.0,7315
2026-09-15,1540.TW,喬福,19.3,19.5,19.1,19.1,110532,3000.0,0.0,0.0,107532
2026-09-15,1541.TW,錩泰,20.5,21.05,20.5,20.75,27193,-3938.0,0.0,0.0,23255
2026-09-15,1558.TW,伸興,107.5,108.5,106.5,108.5,107345,2098.0,0.0,0.0,105247
2026-09-15,1560.TW,中砂,746.0,752.0,735.0,735.0,702383,-139752.0,-1000.0,2117.0,559514
2026-09-15,1563.TW,巧新,74.5,75.6,74.0,74.0,419146,48943.0,0.0,0.0,370203
2026-09-15,1568.TW,倉佑,29.2,29.2,28.6,28.8,105428,-23940.0,0.0,-3650.0,77838
2026-09-15,1582.TW,信錦,70.0,70.6,69.1,69.1,275233,-85980.0,0.0,39061.0,150192
2026-09-15,1583.TW,程泰,47.2,47.2,46.85,46.85,11167,-3000.0,0.0,0.0,8167
2026-09-15,1587.TW,吉茂,23.4,23.5,23.2,23.25,147335,-24000.0,0.0,0.0,123335
2026-09-15,1590.TW,亞德客-KY,1260.0,1285.0,1255.0,1280.0,445567,5252.0,1900.0,2931.0,435484
2026-09-15,1597.TW,直得,136.0,139.0,133.0,133.5,1501685,153817.0,0.0,-13455.0,1334413
2026-09-15,1598.TW,岱宇,20.4,20.4,20.0,20.1,132445,-72860.0,0.0,3000.0,56585
2026-09-15,1603.TW,華電,30.2,30.2,29.8,29.95,142859,1000.0,0.0,7000.0,134859
2026-09-15,1604.TW,聲寶,23.4,23.45,23.3,23.35,280935,-68000.0,0.0,6000.0,206935
2026-09-15,1605.TW,華新,37.0,37.0,36.2,36.35,12337053,-2718389.0,-1000.0,-217910.0,9399754
2026-09-15,1608.TW,華榮,36.0,36.0,35.35,35.4,1271056,-469000.0,-91816.0,28757.0,681483
2026-09-15,1609.TW,大亞,37.7,37.7,37.2,37.2,1529214,28886.0,-64000.0,-10053.0,1426275
2026-09-15,1611.TW,中電,11.4,11.4,11.3,11.3,341988,-149732.0,0.0,5000.0,187256
2026-09-15,1612.TW,宏泰,34.7,34.8,34.5,34.5,317949,-98000.0,0.0,16526.0,203423
2026-09-15,1614.TW,三洋電,30.75,31.0,30.75,30.9,34728,-11000.0,0.0,0.0,23728
2026-09-15,1615.TW,大山,43.7,43.7,43.05,43.05,47605,-7000.0,0.0,0.0,40605
2026-09-15,1616.TW,億泰,18.6,18.6,18.25,18.35,157515,-24570.0,0.0,0.0,132945
2026-09-15,1617.TW,榮星,17.65,17.8,17.45,17.6,203969,38295.0,0.0,1000.0,164674
2026-09-15,1618.TW,合機,38.7,38.85,38.45,38.45,185429,-86164.0,0.0,-1037.0,98228
2026-09-15,1623.TW,大東電,203.0,205.0,200.0,204.0,52457,7000.0,0.0,-265.0,45192
2026-09-15,1626.TW,艾美特-KY,9.52,9.66,9.41,9.41,47811,-6000.0,0.0,1000.0,40811
2026-09-15,1702.TW,南僑,32.1,32.35,32.1,32.35,122852,47000.0,0.0,3000.0,72852
2026-09-15,1707.TW,葡萄王,87.2,87.2,86.2,86.3,345389,-142626.0,0.0,4834.0,197929
2026-09-15,1708.TW,東鹼,47.95,48.35,47.4,48.0,873025,50028.0,0.0,-47355.0,775642
2026-09-15,1709.TW,和益,36.0,36.35,34.3,35.5,8469055,-385959.0,0.0,-5218.0,8077878
2026-09-15,1710.TW,東聯,15.95,16.1,15.6,15.7,3352053,-86273.0,0.0,-20050.0,3245730
2026-09-15,1711.TW,永光,37.95,39.1,37.95,38.1,2825800,-288896.0,0.0,-47162.0,2489742
2026-09-15,1712.TW,興農,40.05,40.05,39.65,39.9,366057,-225209.0,37003.0,22515.0,81330
2026-09-15,1713.TW,國化,42.7,42.8,42.05,42.05,440957,-65931.0,0.0,0.0,375026
2026-09-15,1714.TW,和桐,14.9,15.35,14.9,15.15,5071270,-645334.0,0.0,4942.0,4420994
2026-09-15,1717.TW,長興,69.2,69.5,68.1,68.1,4705926,-1735462.0,4000.0,-243645.0,2722819
2026-09-15,1718.TW,中纖,10.6,10.6,10.3,10.4,6493005,-150150.0,0.0,-59117.0,6283738
2026-09-15,1720.TW,生達,55.9,56.1,55.9,56.1,73488,-13000.0,0.0,16000.0,44488
2026-09-15,1721.TW,國慶科技,21.8,21.85,21.1,21.1,501644,18905.0,0.0,5000.0,477739
2026-09-15,1722.TW,台肥,42.3,42.45,41.8,42.0,3554623,-530696.0,-119000.0,15000.0,2889927
2026-09-15,1723.TW,中碳,81.8,81.8,81.2,81.3,274991,-57000.0,0.0,-627.0,217364
2026-09-15,1725.TW,元禎,32.5,33.25,32.5,32.65,51131,-3000.0,0.0,1000.0,47131
2026-09-15,1726.TW,永記,76.5,76.8,76.5,76.5,18872,-5758.0,0.0,0.0,13114
2026-09-15,1727.TW,中華化,88.0,92.8,87.6,90.1,2685038,-35745.0,0.0,59775.0,2589518
2026-09-15,1730.TW,花仙子,51.5,51.5,51.2,51.2,23148,-10000.0,0.0,0.0,13148
2026-09-15,1731.TW,美吾華,20.8,20.9,20.75,20.75,45977,-4000.0,0.0,0.0,41977
2026-09-15,1732.TW,毛寶,25.95,25.95,25.7,25.85,39067,-24000.0,0.0,-1000.0,14067
2026-09-15,1733.TW,五鼎,30.4,30.5,29.85,29.9,114872,-56001.0,0.0,0.0,58871
2026-09-15,1734.TW,杏輝,30.9,31.3,30.9,31.3,163938,14123.0,0.0,0.0,149815
2026-09-15,1735.TW,日勝化,19.7,19.7,19.3,19.3,72692,4000.0,0.0,4938.0,63754
2026-09-15,1736.TW,喬山,125.0,126.5,123.5,125.0,274367,107849.0,-91000.0,4434.0,71084
2026-09-15,1737.TW,臺鹽,30.45,30.5,30.3,30.4,235619,-67000.0,0.0,-34000.0,134619
2026-09-15,1752.TW,南光,31.1,31.5,31.1,31.2,63210,-9000.0,0.0,0.0,54210
2026-09-15,1760.TW,寶齡富錦,53.9,54.5,53.8,53.8,102984,-1.0,0.0,0.0,102983
2026-09-15,1762.TW,中化生,33.25,33.5,33.05,33.5,30739,-11000.0,0.0,2000.0,17739
2026-09-15,1773.TW,勝一,156.5,159.0,155.5,157.5,284373,-29850.0,38000.0,2754.0,213769
2026-09-15,1776.TW,展宇,17.6,17.85,17.5,17.75,53577,-9000.0,0.0,0.0,44577
2026-09-15,1783.TW,和康生,36.5,36.5,36.2,36.2,56653,-22000.0,0.0,-16000.0,18653
2026-09-15,1786.TW,科妍,43.4,43.55,42.75,43.05,75399,-8295.0,0.0,2023.0,65081
2026-09-15,1789.TW,神隆,18.05,18.1,17.9,18.1,313893,-51000.0,0.0,21831.0,241062
2026-09-15,1795.TW,美時,175.0,178.5,173.0,178.5,725132,151288.0,6000.0,17821.0,550023
2026-09-15,1802.TW,台玻,57.6,57.8,56.0,56.0,10001475,-3211871.0,4000.0,-479354.0,6306250
2026-09-15,1805.TW,寶徠,10.05,10.1,10.05,10.1,22556,-7000.0,0.0,0.0,15556
2026-09-15,1806.TW,冠軍,7.96,8.01,7.93,7.99,91760,-16000.0,0.0,4000.0,71760
2026-09-15,1808.TW,潤隆,33.2,33.5,32.9,33.0,1211558,-267000.0,0.0,-8000.0,936558
2026-09-15,1809.TW,中釉,36.9,37.15,36.0,36.0,778635,-244010.0,0.0,674.0,533951
2026-09-15,1810.TW,和成,23.7,23.85,23.4,23.45,861105,-19559.0,17047.0,16950.0,807549
2026-09-15,1817.TW,凱撒衛,40.25,40.25,40.2,40.2,9362,2000.0,0.0,0.0,7362
2026-09-15,1903.TW,士紙,47.35,47.35,47.05,47.2,47531,-15000.0,0.0,-309.0,32222
2026-09-15,1904.TW,正隆,24.65,24.9,24.35,24.4,1308734,-80767.0,-192000.0,-3000.0,1032967
2026-09-15,1905.TW,華紙,13.2,13.25,12.95,13.05,1357003,-416861.0,0.0,11141.0,929001
2026-09-15,1906.TW,寶隆,10.85,10.85,10.75,10.75,39045,-13000.0,0.0,3000.0,23045
2026-09-15,1907.TW,永豐餘,29.0,29.15,28.8,28.85,561160,-120700.0,13578.0,37000.0,389882
2026-09-15,1909.TW,榮成,10.15,10.25,10.05,10.1,1943300,-761000.0,0.0,91988.0,1090312
2026-09-15,2002.TW,中鋼,18.8,18.8,18.65,18.65,30609530,-20768018.0,-110000.0,258601.0,9472911
2026-09-15,2006.TW,東和鋼鐵,81.9,82.1,80.7,80.9,1149181,-213805.0,-202886.0,56514.0,675976
2026-09-15,2007.TW,燁興,6.76,6.76,6.63,6.65,253053,-182000.0,0.0,0.0,71053
2026-09-15,2008.TW,高興昌,30.5,30.55,30.5,30.5,39282,-19000.0,0.0,0.0,20282
2026-09-15,2009.TW,第一銅,38.3,38.45,38.15,38.2,868888,-328000.0,0.0,-16171.0,524717
2026-09-15,2010.TW,春源,21.8,21.8,21.5,21.55,544328,-199000.0,0.0,6815.0,338513
2026-09-15,2012.TW,春雨,13.95,14.15,13.85,13.95,22527,0.0,0.0,-1000.0,21527
2026-09-15,2013.TW,中鋼構,41.15,41.6,41.15,41.4,33224,-15000.0,0.0,3000.0,15224
2026-09-15,2014.TW,中鴻,16.5,16.5,16.2,16.25,2321052,-1442000.0,0.0,11000.0,868052
2026-09-15,2015.TW,豐興,63.9,64.5,63.9,64.5,89765,-33000.0,0.0,16000.0,40765
2026-09-15,2017.TW,官田鋼,8.64,8.72,8.58,8.62,340434,-95704.0,0.0,3000.0,241730
2026-09-15,2020.TW,美亞,21.35,21.55,21.35,21.55,387958,-29638.0,0.0,4000.0,354320
2026-09-15,2022.TW,聚亨,7.3,7.3,7.12,7.19,310625,-106000.0,0.0,0.0,204625
2026-09-15,2023.TW,燁輝,13.8,13.85,13.6,13.7,1486524,-838000.0,-138000.0,99000.0,411524
2026-09-15,2024.TW,志聯,13.0,13.0,12.85,12.85,14997,-3000.0,0.0,0.0,11997
2026-09-15,2025.TW,千興,12.15,12.2,11.85,11.85,392957,-125905.0,0.0,-3000.0,264052
2026-09-15,2027.TW,大成鋼,45.75,45.75,44.95,45.0,12037554,701000.0,100000.0,-708438.0,10528116
2026-09-15,2028.TW,威致,15.65,15.65,15.4,15.6,65002,-42000.0,0.0,7000.0,16002
2026-09-15,2029.TW,盛餘,20.9,20.9,20.6,20.65,326731,-128000.0,0.0,6773.0,191958
2026-09-15,2030.TW,彰源,23.25,23.25,22.1,22.2,2317619,180566.0,0.0,22000.0,2115053
2026-09-15,2031.TW,新光鋼,43.85,43.85,43.2,43.3,228735,-20999.0,0.0,6000.0,201736
2026-09-15,2032.TW,新鋼,16.6,16.85,16.25,16.85,300586,-133000.0,0.0,-1846.0,165740
2026-09-15,2033.TW,佳大,26.7,27.05,25.45,25.5,768559,-64985.0,0.0,0.0,703574
2026-09-15,2034.TW,允強,20.25,20.8,20.25,20.45,1226459,293777.0,0.0,42035.0,890647
2026-09-15,2038.TW,海光,12.05,12.05,11.75,11.75,299531,-148000.0,0.0,7000.0,144531
2026-09-15,2049.TW,上銀,318.0,334.5,313.5,329.0,5290726,1641970.0,23000.0,93935.0,3531821
2026-09-15,2059.TW,川湖,11920.0,12075.0,11665.0,11715.0,211570,-41776.0,4000.0,7193.0,158601
2026-09-15,2062.TW,橋椿,18.15,18.15,18.0,18.0,88301,-50001.0,0.0,4000.0,34300
2026-09-15,2069.TW,運錩,24.0,24.0,22.8,22.8,1388503,121642.0,0.0,12000.0,1254861
2026-09-15,2072.TW,世紀風電,128.0,129.5,127.5,127.5,157128,-45619.0,0.0,0.0,111509
2026-09-15,2101.TW,南港,30.05,30.3,29.95,30.0,843126,-55656.0,0.0,11000.0,776470
2026-09-15,2102.TW,泰豐,17.75,17.85,17.75,17.8,120061,54000.0,0.0,0.0,66061
2026-09-15,2103.TW,台橡,25.5,25.8,25.35,25.75,1765093,176794.0,0.0,78962.0,1509337
2026-09-15,2104.TW,國際中橡,10.3,10.35,10.25,10.3,823029,-87000.0,0.0,-51000.0,685029
2026-09-15,2105.TW,正新,30.15,30.2,30.0,30.0,4049274,-2209760.0,283228.0,342.0,1555944
2026-09-15,2106.TW,建大,16.55,16.6,16.45,16.6,707336,-366671.0,83000.0,7976.0,249689
2026-09-15,2107.TW,厚生,26.6,26.85,26.55,26.7,202629,-10576.0,0.0,21000.0,171053
2026-09-15,2108.TW,南帝,27.9,27.9,27.55,27.75,561831,-179514.0,0.0,-4972.0,377345
2026-09-15,2109.TW,華豐,14.85,15.0,14.65,14.7,136987,-35148.0,0.0,25000.0,76839
2026-09-15,2114.TW,鑫永銓,88.6,88.6,88.5,88.6,4239,-3000.0,0.0,0.0,1239
2026-09-15,2115.TW,六暉-KY,23.65,23.9,23.65,23.7,53840,-3000.0,0.0,0.0,50840
2026-09-15,2201.TW,裕隆,30.35,30.4,29.6,29.65,2929514,-1072534.0,-87000.0,-49728.0,1720252
